startup_id,name,website,city,country,region,primary_industry,industry_tags,industry_raw,description,founded_year,funding_usd,funding_raw,revenue_usd,revenue_raw,funding_stage,last_round_raw,team_size_min,team_size_max,team_size_category,team_size_raw,founders_list,investors_list
S0584,"Anhui Cowarobot Co., Ltd.",https://www.cowarobot.com/,Shanghai,China,East Asia,AI/ML,AI/ML | SaaS/Software | Fintech,"Artificial Intelligence (AI), Information technology, Technology","Anhui Cowarobot is a Shanghai, China-based high-tech company developing AI-powered solutions with the aim to make travel more convenient.",,20800000.0,$20.8M,,,,,,,,,Tommie Tao,
S0585,GenFleet Therapeutics,http://www.genfleet.com/,Shanghai,China,East Asia,Fintech,Fintech,"Engineering, Technology, Biology",Gen Fleet Therapeutics is a small and Large Molecules founded in 2017 by Qiang Lu.,2017.0,75000000.0,$75.0M,,,Series B,Series B,,,,,Qiang Lu ***@genfleet.com,
S0586,"Alinket Electronic Technology (Shanghai) Co., Ltd.",https://www.alinket.com/,Shanghai,China,East Asia,Robotics/Hardware,Robotics/Hardware,"Electrical & Electronic Manufacturing, Manufacturing","Alinket Electronic Technology (Shanghai) Co., Ltd. is a company founded by Lintao Tan.",2013.0,17400000.0,$17.4M,,,,,,,,,Lintao Tan,
S0587,SKYSYS Intelligent Technology Limited,https://www.skysys.ai/,Shanghai,China,East Asia,AI/ML,AI/ML | SpaceTech | Robotics/Hardware,"Machine learning, Aerospace, Drones",Skysys is an intelligent drone automatic operation platform.,,11500000.0,$11.5M,,,Seed,Seed,,,,,Maodong Qian,
S0588,Cyclone Robotics,http://www.mycyclone.com/,Shanghai,China,East Asia,AI/ML,AI/ML | Fintech,"Artificial Intelligence (AI), Technology, Robotic process automation",Cyclone Robotics is a Shanghai-based company founded in 2015.,2015.0,150000000.0,$150.0M,,,Series C,Series C,92.0,92.0,51-250,92 employees,,
S0589,InventisBio Inc,http://www.inventisbio.com/,Shanghai,China,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Biomedical engineering, Engineering, Cancer",Inventis Bio Inc is an oncology & Metabolic Diseases founded in 2013.,2013.0,236000000.0,$236.0M,,,Series B,Series B,,,,,,
S0590,"DLG Power Battery (Shanghai) Co., Ltd.",https://dlglearningcenter.com/,Shanghai,China,East Asia,Robotics/Hardware,Robotics/Hardware | CleanTech/Energy,"Manufacturing, Sales, Battery","DLG Power Battery (Shanghai) Co., Ltd. is a Shanghai-based battery company.",,52400000.0,$52.4M,,,Seed,Angel,700.0,700.0,251-1000,700 employees,,
S0591,Youxia Motors,https://youxiamotors.com.siteindices.com/,Shanghai,China,East Asia,EV/Mobility,EV/Mobility,"Clean technology, Electric vehicle, Automotive industry",Youxia Motors is a company designing and manufacturing electric vehicles.,2014.0,1100000000.0,$1.1B,,,Series B,Series B,,,,,Will Lee,
S0592,ShouTi Inc.,https://flcube.com/,Shanghai,China,East Asia,Healthcare/Biotech,Healthcare/Biotech | Fintech | AI/ML | Robotics/Hardware | EV/Mobility,"Biotechnology, Healthcare, Pharmaceutical industry, Blockchain, Payment system, Financial services, Artificial Intelligence (AI), Robotics, Automotive industry",xiaoi is a Shanghai-based company founded in 2001 by Yuan Hui.,2019.0,27000000.0,$27.0M,,,Series B,Series B,500.0,500.0,251-1000,500 employees,Gabriel Mirón | Vishesh Nargotra | xiaoi,
S0593,"Zhejiang Huayou Cobalt Co., Ltd",https://huayouess.com/,Shanghai,China,East Asia,Other,Other,"Mineral, Chemical industry",A high-tech enterprise focused on developing new Li-ion battery and cobalt materials.,2020.0,1400000.0,$1.4M,,,IPO,Ipo,,,,,,
S0594,Motovis Intelligent Technologies (Shanghai) Co Ltd,http://www.motovis.com/,Shanghai,China,East Asia,Fintech,Fintech | AI/ML,"Technology, Autonomous System, Artificial Intelligence (AI)","Motovis Intelligent Technologies (Shanghai) Co Ltd is a Shanghai-based company founded by Bruce Wang, Chunhua Shen, Davy Luk, Eddie Chan and Yu Zhenghua.",2015.0,15300000.0,$15.3M,,,Series A,Series A,,,,,Eddie Chan | Davy Luk | Yu Zhenghua,
S0595,Seeder Energy,http://seederenergy.com/,Shanghai,China,East Asia,Real Estate/PropTech,Real Estate/PropTech | CleanTech/Energy,"Green building, Renewable energy, Sustainability","Seeder Energy is a company founded in 2013 by Alex Shoer, Alexandre van 't Westende, Johnny Browaeys and Rebecca Coombs.",2013.0,438000.0,$438.0K,,,,,,,,,Alexandre van 't Westende | Sign up to access our full database | Enter your email | get access to 71 | 000 + technology companies you can partner with.,
S0596,Integriculture Inc.,https://integriculture.com/,Tokyo,Japan,East Asia,FoodTech/AgTech,FoodTech/AgTech,"Engineering, Cell-based meat, Plant-based meat","Integriculture is a Japanese cellular agriculture company making lab grown foie gras and other clean meat and cellular agriculture products. The company was founded in on October 23, 2015 and is located in Tokyo, Japan.",,,,,,Series A,Series A,,,,,,
S0597,IoTium,,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software | Robotics/Hardware,"Cloud computing, Internet of things (IoT), Information infrastructure",Io Tium is a provider of secure managed software-defined network infrastructure.,,30400000.0,$30.4M,,,Series A,Series A,,,,,Ron Victor,
S0598,Tractable AI,https://tractable.ai/,Tokyo,Japan,East Asia,Insurance,Insurance | AI/ML,"Insurance, Analytics, Computer Vision","Artificial intelligence to help perform visual tasks with more speed, accuracy, and scale",2014.0,121800000.0,$121.8M,,,Series E+,Series E,300.0,300.0,251-1000,300 employees,Alexandre Dalyac | Adrien Cohen,
S0599,AxelSpace,https://www.axelspace.com/,Tokyo,Japan,East Asia,SpaceTech,SpaceTech,"Space debris, Space industry, Space colonization",Axel Space is a company that is developing technology for private microsatellites.,2008.0,72700000.0,$72.7M,20000000.0,$20M,IPO,Ipo,,,,,Takashi Eishima | Naoki Miyashita,
S0600,AI Medical Service,https://aimedicalcentre.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Healthcare/Biotech,"Artificial Intelligence (AI), Diagnosis, Radiology",AI Medical Services is an artificial intelligence and healthcare company making software for the early detection of gastrointestinal cancers.,2017.0,155800000.0,$155.8M,,,Series C,Series C,,,,,,
S0601,BlockPunk,https://apply.workable.com/,Tokyo,Japan,East Asia,Fintech,Fintech,"Blockchain and cryptocurrency, Cryptocurrency, Blockchain",A blockchain company that has a platform for its entertainment studio. It is located in Singapore and was founded in 2018.,,1000000.0,$1.0M,,,Seed,Seed,,,,,,
S0602,Talkwalker,https://www.talkwalker.com/,Tokyo,Japan,East Asia,Media/Entertainment,Media/Entertainment | Cybersecurity | AI/ML,"Social media, Cybersecurity, Analytics",Talkwalker is a social media analytics and monitoring tool.,2010.0,9500000.0,$9.5M,,,,,400.0,400.0,251-1000,400+ employees,Thibaut Britz,
S0603,Gengo,https://gengo.com/,Tokyo,Japan,East Asia,Fintech,Fintech | SaaS/Software,"Technology, Translation, Application programming interface (API)",Gengo is a Tokyo-based company founded in 2008 by Robert W. Laing.,2008.0,18000000.0,$18.0M,,,Bridge Round,Bridge,200.0,200.0,51-250,200 employees,Robert W. Laing,
S0604,Autify,https://autify.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,"Software, Software development, Quality assurance",A software quality assurance automation platform powered by artificial intelligence.,,12500000.0,$12.5M,,,Series A,Series A,,,,,Ryo Chikazawa ***@autify.com | Takayuki Shimizu,
S0605,Visualase,https://www.medicaldesignandoutsourcing.com/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech | Fintech,"Biology, Biotechnology, Technology",A company developing and manufacture laser and MRI-guided technology products,2005.0,11700000.0,$11.7M,,,Debt Financing,Debt,,,,,,
S0606,GMO Internet Group,https://group.gmo/,Tokyo,Japan,East Asia,Fintech,Fintech | Media/Entertainment,"Cryptocurrency, Media, Cryptocurrency mining","A company developing internet infrastructure, media, and financial technologies.",1991.0,1400000.0,$1.4M,,,,,,,,,Masatoshi Kumagai,
S0607,Ineeza,https://www.ineeza.com/,Tokyo,Japan,East Asia,Fintech,Fintech | E-Commerce/Retail,"Technology, Blockchain, E-commerce",Ineeza is a company founded in 2015 by Tetsuro Takemoto.,2015.0,,,,,,,,,,,Tetsuro Takemoto,
S0608,Cryptact,https://www.cryptact.com/,Tokyo,Japan,East Asia,Fintech,Fintech,"Cryptocurrency, Blockchain, Personal finance",Cryptact is a company founded in 2018 by Masuda Shunsuke.,2018.0,8500000.0,$8.5M,,,,,,,,,Masuda Shunsuke,
S0609,Mujin,https://mujin-corp.com/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware | EV/Mobility,"Robotics, Automotive industry, Manufacturing","Mujin is a Tokyo, Japan-based technology company offering a platform to facilitate the autonomous movement of robots and industrial equipment The company's platform Mujin Controller leverages a real-time digital twin and provides a suite of perception, planning, and control algorithms.",2011.0,309800000.0,$309.8M,,,Series D,Series D,10.0,10.0,1-10,10 employees,Issei Takino | Rosen Diankov,
S0610,LeapMind Inc.,https://www.leapmindlabs.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML,"Semiconductor, Artificial Intelligence (AI), Computer Vision",Leap Mind is centered on the innovation of machine learning-powered software and hardware solutions for a variety of applications.,2012.0,4600000.0,$4.6M,,,Series C,Series C,,,,,,
S0611,ABEJA,https://www.abejainc.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML | SaaS/Software,"Deep learning, Artificial Intelligence (AI), Software as a service (SaaS)",Artificial Intelligence company,2012.0,108600000.0,$108.6M,,,Series C,Series C,,,,,Keisuke Tomimatsu | Takanori Ogata,
S0612,SmartNews,https://www.smartnews.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Media/Entertainment,"Artificial Intelligence (AI), News, Machine learning",Operator of a news platform intended to discover and deliver the latest trending news stories.,2012.0,1300000000.0,$1.3B,,,IPO,Ipo,,,,,,
S0613,Scalix,https://www.scalix.io/,Tokyo,Japan,East Asia,Media/Entertainment,Media/Entertainment | Fintech | SaaS/Software,"Social messaging, Technology, Communication software","Scalix provides email, group calendaring and other collaborative software that enables users to reduce cost of ownership.",,6000000.0,$6.0M,,,Series A,Series A,,,,,Chetan Bhuta | Julie Hanna,
S0614,Preferred Networks,https://preferredhotels.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software | Robotics/Hardware | AI/ML,"Software, Internet of things (IoT), Machine learning",Preferred Networks is a software development company integrating machine learning technologies to the applications of the Internet of Things (IoT).,2014.0,190000000.0,$190.0M,,,Seed,Seed,,,,,Daisuke Okanohara | Morikawa Hiroyuki,
S0615,Rapyuta Robotics,https://www.rapyuta-robotics.com/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware | Fintech,"Robotics, Technology",Rapyuta Robotics is a company that positions itself in building lightweight autonomous mobile robots.,2014.0,80600000.0,$80.6M,,,Series B,Series B,110.0,110.0,51-250,110 employees,,
S0616,"ALE Co., Ltd",https://star-ale.com/,Tokyo,Japan,East Asia,SpaceTech,SpaceTech,"Space industry, Space debris, Aerospace",ALE is a space startup company.,2011.0,22000000.0,$22.0M,,,,,,,,,,
S0617,"ELIIY Power Co., Ltd.",https://www.eliiypower.co.jp/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,"Manufacturing, Energy industry","ELIIY Power Co., Ltd. is a producer and distributor of energy storage systems",2006.0,246500000.0,$246.5M,,,Series A,Series A,,,,,Hiroichi Yoshida,
S0618,ZMP INC.,https://zmpus.com/,Tokyo,Japan,East Asia,EV/Mobility,EV/Mobility | Robotics/Hardware,"Logistics, Robotics, Automotive industry",ZMP INC. is a Tokyo-based company founded in 2001 by Hisashi Taniguchi.,2001.0,23100000.0,$23.1M,,,,,,,,,,
S0619,Meltin MMI,,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware | Fintech,"Robotics, Technology, Big data","MELTIN MMI describes itself as ""developing Cyborg Technology that connects bodies with machines."" The company's products examine biosignals to produce highly accurate real time analyses of body movements. Their MELTANT-? cyborg is a robotic hand model which is used by a human user to create motions ...",2013.0,26700000.0,$26.7M,,,Series B,Series B,,,,,,
S0620,Paidy,https://paidy.com/,Tokyo,Japan,East Asia,E-Commerce/Retail,E-Commerce/Retail | Fintech,"E-commerce, Financial technology, Payment system","Paidy is a Minato, Tokyo-based developer of a buy now, pay later platform and related financial services.",2014.0,281000000.0,$281.0M,,,Series C,Series C,,,,,Lee Smith ***@savea.com | Russell Cummer,
S0621,MPP Global,https://www.mppglobal.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,"Business software, Business intelligence (BI), CRM",Accelerate revenues with digital intelligence. Cloud Identity Management CRM & e Commerce,2000.0,30500000.0,$30.5M,,,Series B,Series B,,,,,,
S0622,Healios,https://www.healios.co.jp/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Healthcare, Regenerative medicine, Cell therapy",Healios is a biotechnology company developing stem cell regenerative medicine therapies for the treatment of retinal and age-related macular diseases.,2011.0,9900000.0,$9.9M,,,Grant,Grant,,,,,,
S0623,QunaSys,https://qunasys.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software | Fintech,"Computer Software, Software, Technology","Quna Sys is a Bunkyo, Tokyo-based information technology company.",2018.0,2800000.0,$2.8M,,,Series B,Series B,,,,,Yang Tento | Tennin Yan ***@qunasys.com,
S0624,Cyfuse Biomedical K.K.,https://en.cyfusebio.com/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Synthetic biology, Bioprinting, Medical device",Cyfuse Biomedical K.K. is a tissue-engineering technology developing company.,,24500000.0,$24.5M,5600000.0,$5.6M,,,2.0,2.0,1-10,2 employees,Koichi Nakayama | Koji Kuchiishi,
S0625,Spike,https://spike.legoeducation.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML,"Professional services, Artificial Intelligence (AI), Chat (industry)","Spike is a Herzliya, Isreal-based software development company offering an AI-powered email platform featuring a chat-like interface with voice calls, video calls, group collaboration, advanced search, priority inbox, and file management.",,13000000.0,$13.0M,,,Seed,Seed,,,,,,
S0626,Sensyn Robotics,https://www.sensyn-robotics.com/,Tokyo,Japan,East Asia,Fintech,Fintech | Robotics/Hardware | SaaS/Software,"Technology, Robotics, Information technology",Sensyn Robotics is a Japan-based robotics company.,2015.0,31700000.0,$31.7M,,,Venture Round,Venture Round,,,,,,
S0627,Playco,https://www.play.co/,Tokyo,Japan,East Asia,Media/Entertainment,Media/Entertainment,"Online gaming, Entertainment, Mobile game",Playco is a developer of instant-play games across a variety of platforms.,2020.0,140000000.0,$140.0M,,,Series A,Series A,200.0,200.0,51-250,200 employees,Michael Carter | Justin Waldron,
S0628,SmartHR,https://smarthr.co.jp/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software | Fintech,"Software as a service (SaaS), Technology",Developer of a cloud HR software designed to help automate social insurance and employment insurance procedures.,2013.0,321300000.0,$321.3M,,,Series E+,Series E,500.0,500.0,251-1000,500 employees,,
S0629,Datance,https://datagence.io/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software | AI/ML,"Business intelligence (BI), Analytics, Data visualization","Datance is a company that provides enterprises with the worlds first fully-managed, code-free, data analyst friendly data management and analytics solution.",2020.0,120000.0,$120K,,,Seed,Seed,,,,,Julien Hora | Alireza Goudarzi | Gabriel Stempinski,
S0630,Credify,https://credifyonlinebnk.com/,Tokyo,Japan,East Asia,E-Commerce/Retail,E-Commerce/Retail | Fintech,"Online marketplace, Blockchain, Recommender system",Credify - Delivering the world's leading embedded finance platform. Our solution enables financial industry participants to connect with consumers at the right time in the right way.,,1000000.0,$1.0M,,,Seed,Seed,,,,,Dallas Johnston,
S0631,Thirdverse,https://thirdverse.io/,Tokyo,Japan,East Asia,Media/Entertainment,Media/Entertainment,"Video game industry, Gaming, Video game","Developer of online games platform designed to create, distribute and manage VR games.",2020.0,43500000.0,$43.5M,339900000.0,$339.9M,IPO,Ipo,,,,,Hironao Kunimitsu,
S0632,Atonarp,https://atonarp.webflow.io/,Tokyo,Japan,East Asia,Fintech,Fintech,"Technology, Engineering, Biology",Atonarp is a Tokyo-based electronics and data processing manufacturer developing spectrometers capable of gas-composition analysis.,2009.0,99000000.0,$99.0M,,,Series D,Series D,,,,,Prakash Murthy | Tomoyoshi Sato,
S0633,AI inside,https://inside.ai/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Fintech,"Artificial Intelligence (AI), Natural language processing (NLP), Technology",AI inside Inc. is a Tokyo-based firm engaged in artificial intelligence (AI) solutions.,2023.0,12600000.0,$12.6M,,,Seed,Angel,,,,,,
S0634,GROOVE X,https://www.groovex.band/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Fintech,"Deep learning, Artificial Intelligence (AI), Technology",GROOVE X is a Japanese robotics company.,,99400000.0,$99.4M,,,Series B,Series B,,,,,,
S0635,CureApp,https://cureapp.com/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech | Robotics/Hardware,"Healthcare, Internet of things (IoT), Digital therapeutics",Cure App is a company that is recreating treatment with software.,2014.0,48000000.0,$48.0M,,,Series E+,Series G,,,,,Kohta Satake,
S0636,Orb (loyalty program company),https://www.orb.com/,Tokyo,Japan,East Asia,Insurance,Insurance | SaaS/Software,"Insurance, Database, Loyalty program",Orb is a Tokyo-based company founded in 2014 by Masaaki Nakatsu.,2014.0,4700000.0,$4.7M,,,,,,,,,,
S0637,Tier IV,https://tier4.jp/,Tokyo,Japan,East Asia,EV/Mobility,EV/Mobility,Mobility,Tier IV is a mobility company founded in 2015.,2015.0,100000000.0,$100.0M,,,Series B,Series B,,,,,,
S0638,LayerX,https://layerx.co.jp/,Tokyo,Japan,East Asia,AI/ML,AI/ML | SaaS/Software,"Artificial Intelligence (AI), Software as a service (SaaS)",Evaluate Everything. LayerX Inc is a company who is focusing on Blockchain Technology. Joint venture between Gunosy Inc and Any Pay Inc.,2018.0,100000000.0,$100.0M,,,Series B,Series B,,,,,,
S0639,Bespoke,https://www.be-spoke.io/,Tokyo,Japan,East Asia,AI/ML,AI/ML,"Artificial Intelligence (AI), Communication, Machine learning",Bespoke is a company that offers an AI Powered Chatbots.,2015.0,3400000.0,$3.4M,,,Seed,Seed,,,,,,
S0640,EmbodyMe,https://embodyme.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Media/Entertainment,"Artificial Intelligence (AI), Video production, Synthetic Media","Embody Me is a Tokyo-based artificial intelligence company developing technology for synthetic media, including for video chat, live stream, and video production.",,2900000.0,$2.9M,,,Series A,Series A,10.0,10.0,1-10,10 employees,,
S0641,TAGCyx Biotechnologies,https://login.ionos.com/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Biology, Drug discovery, Biomedical engineering",TAGCyx Biotechnologies is an oligonucleotide Drug Discovery Platform founded by Hirao Ichiro.,2007.0,9200000.0,$9.2M,,,,,50.0,50.0,11-50,50 employees,Hirao Ichiro,
S0642,Digital Media Professionals Inc.,https://www.dmprof.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Fintech,"Machine learning, Artificial Intelligence (AI), Technology",Digital Media Professionals Inc. is an artificial intelligence and robotics company.,,,,,,,,,,,,,
S0643,Kibiro,https://www.kibüro.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Robotics/Hardware,"Artificial Intelligence (AI), Robotics, Automation","Kibiro is a small fishing village is controlled by the Bunyoro Kingdom and it is situated along the Southeastern shores of Lake Albert in Uganda where people do fishing, process and sell salt. Kibiro is different from other fishing villages because of its salt gardens.",,2600000.0,$2.6M,,,,,,,,,Takenori Kitagamae,
S0644,Modalis Therapeutics Corporation,http://modalis.nc.e-2.jp/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Therapeutics, Biomedical engineering, Genetics",Modalis Therapeutics Corporation is a genome Editing Tools founded by Haru MORITA.,2016.0,39100000.0,$39.1M,,,,,,,,,Osamu Nureki,
S0645,Andpad,https://andpad.jp/,Tokyo,Japan,East Asia,Real Estate/PropTech,Real Estate/PropTech,Construction,"A company in Tokyo, Japan that provides a construction management application for users throughout Japan.",2012.0,22600000.0,$22.6M,,,Series B,Series B,,,,,,
S0646,Heroz Japan,https://heroz.co.jp/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Fintech,"Artificial Intelligence (AI), Technology",HEROZ Japan is an AI company focused on development of Japanese Chess.,,4099999.9999999995,$4.1M,,,,,,,,,,
S0647,Liquid Global,https://www.liquid.com/,Tokyo,Japan,East Asia,Fintech,Fintech,"Blockchain and cryptocurrency, Cryptocurrency exchange, Cryptocurrency",Liquid Global is a company offering a cryptocurrency trading platform founded in 2014.,2014.0,105000000.0,$105.0M,,,Series C,Series C,10.0,10.0,1-10,10 employees,,
S0648,Aeronext Inc.,https://aeronext.com/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware | SpaceTech,"Electronics, Aerospace, Drones",Aeronext Inc. is a Tokyo-based company founded in 2017.,2017.0,1900000.0,$1.9M,,,Series B,Series B,,,,,,
S0649,JustInCase,https://justincase-tech.com/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Insurance,"Artificial Intelligence (AI), Insurance Technology, Finance",Just InCase is a Tokyo-based insurance technology company develop peer-to-peer insurance and artificial intelligent-based health insurance products.,2016.0,1700000.0,$1.7M,,,Seed,Seed,,,,,Kazuya Hata | Shinichi Nasukawa,
S0650,Novars,https://www.novars.space/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware | CleanTech/Energy,"Internet of things (IoT), Energy storage, Battery",Novars is a Tokyo-based developer of connected batteries.,2015.0,3400000.0,$3.4M,,,Seed,Seed,,,,,Akihiro Okabe,
S0651,Freee,https://freerepublic.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,"Cloud computing, Software, Software as a service (SaaS)",Free is a Tokyo-based online accounting software developer which syncs with bank accounts and automatically categorizes entries to create financial reports.,2012.0,60000000.0,$60.0M,,,Series E+,Series E,,,,,Daisuke Sasaki,
S0652,Six Apart,https://sixpenny.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software | Fintech,"Software, Technology",Six Apart is a Tokyo-based company founded in 2003.,2003.0,22600000.0,$22.6M,,,Seed,Angel,,,,,,
S0653,Soundraw,https://soundraw.io/,Tokyo,Japan,East Asia,AI/ML,AI/ML | Fintech,"Artificial Intelligence (AI), Technology, Deep learning",Soundraw is a music generator for creators.,2020.0,1800000.0,$1.8M,,,Venture Round,Venture Round,,,,,,
S0654,Helical Fusion,https://www.helicalfusion.com/,Tokyo,Japan,East Asia,CleanTech/Energy,CleanTech/Energy,"Renewable energy, Fusion power, Deep Tech","Helical Fusion is a Tokyo-based deep-tech company developing advanced nuclear fusion reactors using helical coil technology. Spun out from Japan’s National Institute for Fusion Science, it focuses on delivering safe, sustainable, and scalable clean energy solutions for global climate and energy chal...",2021.0,20500000.0,$20.5M,,,Series A,Series A,50.0,50.0,11-50,50 employees,Takaya Taguchi | Junichi Miyazawa,
S0655,Robosoft Technologies,https://www.robosoftin.com/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software | Fintech,"Software, Technology, Cloud computing",Robosoft Technologies is a company founded in 1996.,,3700000.0,$3.7M,,,Seed,Angel,,,,,,
S0656,Jij,https://www.j-ij.com/,Tokyo,Japan,East Asia,Fintech,Fintech | SaaS/Software | Real Estate/PropTech | AI/ML,"Quantum computing, Technology, Computer Software, Intellectual property, Enterprise software, Artificial Intelligence (AI)",amplified ai is an artificial Intelligence company founded in 2017 by Samuel Davis.,2018.0,43700000.0,$43.7M,,,Series A,Series A,,,,,Yu Yamashiro | amplified ai | Christopher Grainger,
S0657,SanBio,https://www.sanbio.com/,Tokyo,Japan,East Asia,Healthcare/Biotech,Healthcare/Biotech,"Pharmaceutical industry, Cell therapy, Healthcare",San Bio is a regenerative Cell Medicine founded in 2001 by Hideyuki Okano.,2001.0,20000000.0,$20.0M,,,IPO,Ipo,,,,,Hideyuki Okano | Sign up to access our full database | Enter your email | get access to 71 | 000 + technology companies you can partner with.,
S0658,TimeTree Inc.,https://www.timetreeapp.com/,Tokyo,Japan,East Asia,EV/Mobility,EV/Mobility,Delivery/Logistics,"Legal Name Time Tree, Inc. ... Time Tree keeps families and groups organized. It also helps manage busy lives while sharing calendars, events, and more!",2014.0,,,,,,,,,,,,
S0659,forest Inc.,https://www.forest-inc.jp/,Tokyo,Japan,East Asia,E-Commerce/Retail,E-Commerce/Retail,E-Commerce,"Forest Co., Ltd. operates as an e-commerce aggregator, seeks to identify sustainable, high-quality products and brands that embrace the spirit of Japanand help them grow and enter the global market by using the power of technology.",2021.0,,,,,,,,,,,,
S0660,Interstellar Technologies Inc,https://interstellarfilm.fandom.com/,Tokyo,Japan,East Asia,SpaceTech,SpaceTech,SpaceTech,"Interstellar Technologies, Inc. (Japanese: インターステラテクノロジズ（株）, Hepburn: Intāsutera Tekunorojizu (kabu)), or IST, is a Japaneseprivate spaceflightcompanyaiming to eventually build a launch vehicle for small satellites under 100 kg.",2013.0,264900.0,$264.9k,,,,,,,,,,
S0661,FactBase Inc,https://fact-base.jp/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,SaaS,"Fact Base is headquartered in Tokyo,Japan. What is the size of Fact Base? Fact Base has 190 total employees. What industry is Fact Base in? Fact Base’s primary industry is Business/Productivity Software. Is Fact Base a private or publiccompany? Fact Base is a Privatecompany. What is Fact Base’s cur....",2022.0,6000000.0,$6m,,,,,,,,,,
S0662,Manpuku Holdings,https://manpuku-hd.jp/,Tokyo,Japan,East Asia,Real Estate/PropTech,Real Estate/PropTech,Real Estate,"Bringing happiness to this planet with ""Deliciousness"". This is the website of Manpuku Holdings Co., Ltd. which operates a business succession platform specializing in food.",2021.0,40900000.0,$40.9M,,,,,,,,,,
S0663,"Luup, Inc.",https://luup.sc/,Tokyo,Japan,East Asia,EV/Mobility,EV/Mobility,Mobility,"Luup is a Japanese micro-mobility sharing company.

Luup is now developing a next-generation model of electrically assisted bicycles that people in Japan are familiar with, including providing ports (bicycle parking) throughout towns and cities. What sets us apart from other bicycle-sharing services...",2018.0,,,,,,,,,,,,
S0664,GITAI Inc.,http://gitai.tech/,Tokyo,Japan,East Asia,Robotics/Hardware,Robotics/Hardware,Robotics,"Accompanying the increasing international competition to develop space in recent years, the work in outer space is rapidly increasing since, in addition to the International Space Station (ISS), private US and other companies have begun building multiple commercial space stations, such as space hote...",2016.0,129100000.0,$129.1M,,,Series B,Series B,,,,,,
S0665,KAKEHASHI Inc.,https://www.kakehashi.life/,Tokyo,Japan,East Asia,SaaS/Software,SaaS/Software,SaaS,"KAKEHASHI represents the foundation's aspiration to be the bridge that connects medical treatment and patients, fostering a link between medical care and a promising future. Japan takes pride in its world-class medical technology and system, boasting a remarkable longevity that stands out globally. ...",2016.0,196000000.0,$196M,,,Series D,Series D,5.0,5.0,1-10,5 employees,,
S0666,Utaite,https://utaite.co.jp/,Tokyo,Japan,East Asia,SpaceTech,SpaceTech,SpaceTech,"UTAITEInc., established in December 2022, is an entertainment startup specializing in the development and operation of 2.5D IP content. The company is guided by its mission: “Sparkle your Heart, to the World.” Rooted in Japan's dynamic entertainment sector,UTAITEInc. is poised for g...",2022.0,77520000.0,$77.52M,,,Series B,Series B,,,,,,
S0667,Gaudiy,https://gaudiy.com/,Tokyo,Japan,East Asia,Fintech,Fintech,Blockchain,"Gaudiy is a Web3 startup that aims to drive innovation in the entertainment content industry by creating a “Fandom State” built on fans' creativity, ...",2018.0,2000000.0,$2m,,,Series C,Series C,,,,,,
S0668,LegalOn Technologies,https://legalontech.jp/,Tokyo,Japan,East Asia,AI/ML,AI/ML,AI,"14 Oct 2025—SAN FRANCISCO (October 13, 2025) — Legal On Technologies today announced it has surpassed ¥10 billion in annual recurring revenue (ARR), ...",2017.0,50000000.0,$50M,,,Series E+,Series E,,,,,,
